eta,max_depth,subsample,colsample_bytree,lambda,alpha,n_estimators,accuracy,auc,f1_score,precision,recall
0.03,3,0.5,0.6,1,1,100,0.6823161189358372,0.7488725594227504,0.20078740157480315,0.11434977578475336,0.8225806451612904
0.05,3,0.5,0.8,5,0,300,0.7550860719874805,0.748846031409168,0.2271604938271605,0.13411078717201166,0.7419354838709677
0.03,7,0.6,0.8,5,0,100,0.7550860719874805,0.748846031409168,0.2271604938271605,0.13411078717201166,0.7419354838709677
0.03,5,0.6,0.5,5,1,300,0.7550860719874805,0.748846031409168,0.2271604938271605,0.13411078717201166,0.7419354838709677
0.03,3,0.8,0.6,1,1,300,0.7112676056338029,0.7487797113752123,0.20985010706638116,0.12098765432098765,0.7903225806451613
0.03,3,0.6,0.6,5,1,300,0.7112676056338029,0.7487797113752123,0.20985010706638116,0.12098765432098765,0.7903225806451613
0.03,3,0.8,0.5,5,0,300,0.7112676056338029,0.7487797113752123,0.20985010706638116,0.12098765432098765,0.7903225806451613
0.05,5,0.8,0.6,1,1,100,0.7402190923317684,0.748686863327674,0.22065727699530516,0.12912087912087913,0.7580645161290323
0.01,5,0.6,0.6,5,1,100,0.6964006259780907,0.7486205432937181,0.20491803278688525,0.11737089201877934,0.8064516129032258
0.05,3,0.5,0.8,1,1,100,0.6964006259780907,0.7486205432937181,0.20491803278688525,0.11737089201877934,0.8064516129032258
0.05,3,0.8,0.8,1,0,100,0.6964006259780907,0.7486205432937181,0.20491803278688525,0.11737089201877934,0.8064516129032258
0.03,5,0.5,0.8,5,1,300,0.769170579029734,0.7485940152801358,0.23376623376623376,0.1393188854489164,0.7258064516129032
0.03,7,0.8,0.6,1,1,100,0.769170579029734,0.7485940152801358,0.23376623376623376,0.1393188854489164,0.7258064516129032
0.01,7,0.6,0.5,5,1,100,0.7253521126760564,0.7485276952461799,0.21476510067114093,0.12467532467532468,0.7741935483870968
0.03,5,0.5,0.8,1,1,100,0.7253521126760564,0.7485276952461799,0.21476510067114093,0.12467532467532468,0.7741935483870968
0.03,3,0.5,0.6,5,0,100,0.6815336463223787,0.7484613752122242,0.20039292730844793,0.11409395973154363,0.8225806451612904
0.01,7,0.5,0.5,5,1,300,0.7394366197183099,0.7482756791171477,0.22014051522248243,0.12876712328767123,0.7580645161290323
0.001,5,0.5,0.8,5,1,300,0.6956181533646323,0.7482093590831919,0.20449897750511248,0.117096018735363,0.8064516129032258
0.03,7,0.6,0.6,1,1,100,0.7683881064162754,0.7481828310696096,0.23316062176165803,0.1388888888888889,0.7258064516129032
0.03,7,0.5,0.8,1,1,100,0.7683881064162754,0.7481828310696096,0.23316062176165803,0.1388888888888889,0.7258064516129032
0.1,3,0.8,0.6,1,1,100,0.7245696400625978,0.7481165110356536,0.21428571428571427,0.12435233160621761,0.7741935483870968
0.1,3,0.8,0.6,1,0,100,0.7245696400625978,0.7481165110356536,0.21428571428571427,0.12435233160621761,0.7741935483870968
0.1,3,0.5,0.8,5,0,100,0.7245696400625978,0.7481165110356536,0.21428571428571427,0.12435233160621761,0.7741935483870968
0.03,3,0.8,0.8,5,0,100,0.6807511737089202,0.7480501910016979,0.2,0.11383928571428571,0.8225806451612904
0.03,5,0.5,0.5,5,1,300,0.7535211267605634,0.7480236629881154,0.22604422604422605,0.13333333333333333,0.7419354838709677
0.05,5,0.5,0.8,1,0,100,0.7535211267605634,0.7480236629881154,0.22604422604422605,0.13333333333333333,0.7419354838709677
0.1,3,0.5,0.8,1,1,100,0.7386541471048513,0.7478644949066214,0.21962616822429906,0.1284153005464481,0.7580645161290323
0.01,7,0.5,0.6,1,1,100,0.7386541471048513,0.7478644949066214,0.21962616822429906,0.1284153005464481,0.7580645161290323
0.05,5,0.8,0.5,5,0,100,0.7386541471048513,0.7478644949066214,0.21962616822429906,0.1284153005464481,0.7580645161290323
0.05,3,0.8,0.5,1,0,100,0.6948356807511737,0.7477981748726655,0.20408163265306123,0.11682242990654206,0.8064516129032258
0.001,5,0.6,0.8,5,1,300,0.6948356807511737,0.7477981748726655,0.20408163265306123,0.11682242990654206,0.8064516129032258
0.05,3,0.8,0.8,1,1,100,0.6948356807511737,0.7477981748726655,0.20408163265306123,0.11682242990654206,0.8064516129032258
0.05,3,0.8,0.6,5,0,100,0.6948356807511737,0.7477981748726655,0.20408163265306123,0.11682242990654206,0.8064516129032258
0.1,3,0.8,0.8,5,1,100,0.7237871674491393,0.7477053268251274,0.21380846325167038,0.12403100775193798,0.7741935483870968
0.01,7,0.8,0.6,5,1,300,0.7527386541471048,0.7476124787775891,0.22549019607843138,0.1329479768786127,0.7419354838709677
0.05,3,0.8,0.5,5,0,100,0.6940532081377152,0.7473869906621392,0.20366598778004075,0.11655011655011654,0.8064516129032258
0.001,5,0.5,0.8,1,1,100,0.6940532081377152,0.7473869906621392,0.20366598778004075,0.11655011655011654,0.8064516129032258
0.05,3,0.6,0.5,1,1,100,0.6940532081377152,0.7473869906621392,0.20366598778004075,0.11655011655011654,0.8064516129032258
0.03,5,0.8,0.6,5,0,100,0.7230046948356808,0.7472941426146011,0.21333333333333335,0.12371134020618557,0.7741935483870968
0.03,3,0.6,0.8,1,1,300,0.7230046948356808,0.7472941426146011,0.21333333333333335,0.12371134020618557,0.7741935483870968
0.01,5,0.5,0.8,5,1,300,0.7230046948356808,0.7472941426146011,0.21333333333333335,0.12371134020618557,0.7741935483870968
0.03,3,0.5,0.6,5,1,100,0.6791862284820032,0.7472278225806452,0.19921875,0.11333333333333333,0.8225806451612904
0.03,7,0.8,0.6,5,1,100,0.7519561815336463,0.7472012945670629,0.22493887530562348,0.13256484149855907,0.7419354838709677
0.05,3,0.5,0.8,5,1,300,0.7519561815336463,0.7472012945670629,0.22493887530562348,0.13256484149855907,0.7419354838709677
0.01,5,0.5,0.6,1,0,100,0.7081377151799687,0.747134974533107,0.208067940552017,0.1198044009779951,0.7903225806451613
0.01,5,0.6,0.6,1,1,100,0.7081377151799687,0.747134974533107,0.208067940552017,0.1198044009779951,0.7903225806451613
0.01,5,0.6,0.5,1,1,100,0.7081377151799687,0.747134974533107,0.208067940552017,0.1198044009779951,0.7903225806451613
0.03,5,0.6,0.6,1,0,300,0.7809076682316118,0.7471084465195247,0.2391304347826087,0.1437908496732026,0.7096774193548387
0.1,3,0.6,0.8,1,0,100,0.7370892018779343,0.7470421264855688,0.2186046511627907,0.12771739130434784,0.7580645161290323
0.05,3,0.6,0.5,1,0,100,0.6932707355242567,0.7469758064516129,0.2032520325203252,0.11627906976744186,0.8064516129032258
0.001,5,0.6,0.8,5,1,100,0.6932707355242567,0.7469758064516129,0.2032520325203252,0.11627906976744186,0.8064516129032258
0.05,3,0.5,0.8,5,1,100,0.6932707355242567,0.7469758064516129,0.2032520325203252,0.11627906976744186,0.8064516129032258
0.001,5,0.6,0.6,1,1,100,0.6932707355242567,0.7469758064516129,0.2032520325203252,0.11627906976744186,0.8064516129032258
0.05,3,0.8,0.5,5,1,100,0.6932707355242567,0.7469758064516129,0.2032520325203252,0.11627906976744186,0.8064516129032258
0.05,3,0.8,0.6,5,1,100,0.6932707355242567,0.7469758064516129,0.2032520325203252,0.11627906976744186,0.8064516129032258
0.01,7,0.5,0.8,1,1,300,0.7660406885758998,0.7469492784380305,0.23136246786632392,0.13761467889908258,0.7258064516129032
0.001,7,0.6,0.6,5,0,100,0.7222222222222222,0.7468829584040747,0.21286031042128603,0.12339331619537275,0.7741935483870968
